VisitID,VisitDate,RepID,DoctorID,TerritoryID,VisitType,ProductsDetailed,SamplesGiven,CallOutcome,NextVisitScheduled,VisitDuration_Mins,JointVisitFlag,ManagerID
VIS002019,2024-01-27,REP013,DOC0198,TER002,Unplanned,"DRG011,DRG014,DRG012",2,Will Consider,2024-02-15,20,No,
VIS002175,2024-01-27,REP004,DOC0249,TER012,Planned,DRG006,2,Sample Accepted,2024-02-12,17,Yes,REP012
VIS002254,2024-01-27,REP012,DOC0223,TER005,CME,"DRG007,DRG009,DRG003,DRG014",3,Prescription Committed,2024-02-10,11,Yes,REP012
VIS002410,2024-01-27,REP007,DOC0148,TER023,Planned,"DRG002,DRG003,DRG009",3,Not Interested,2024-02-08,34,No,
VIS000542,2024-01-28,REP018,DOC0159,TER040,Camp,"DRG009,DRG002,DRG008,DRG013",1,Sample Accepted,2024-02-22,13,No,
VIS000689,2024-01-30,REP013,DOC0289,TER004,CME,"DRG013,DRG011,DRG015,DRG010",1,Prescription Committed,2024-02-10,19,No,
VIS001237,2024-01-30,REP020,DOC0202,TER037,Planned,"DRG009,DRG005,DRG004",1,Sample Accepted,2024-02-21,35,No,
VIS001771,2024-01-30,REP017,DOC0096,TER038,Follow-up,DRG010,3,Prescription Committed,2024-02-07,17,No,
VIS000730,2024-01-31,REP013,DOC0193,TER011,Follow-up,DRG007,1,Prescription Committed,2024-02-16,15,No,
VIS001126,2024-02-01,REP011,DOC0093,TER010,Planned,"DRG013,DRG012,DRG015,DRG010",3,Prescription Committed,2024-02-29,11,Yes,REP017
VIS000031,2024-02-02,REP014,DOC0257,TER016,Follow-up,"DRG005,DRG004",3,Sample Accepted,2024-02-21,19,No,
VIS000057,2024-02-02,REP020,DOC0056,TER035,Unplanned,"DRG003,DRG002",2,Not Interested,2024-02-29,42,No,
VIS000097,2024-02-02,REP010,DOC0193,TER002,Planned,"DRG013,DRG012,DRG014,DRG002",2,Prescription Committed,2024-03-02,22,No,
VIS000464,2024-02-02,REP003,DOC0082,TER035,Planned,"DRG008,DRG007,DRG006,DRG003",0,Prescription Committed,2024-02-29,24,Yes,REP012
VIS002416,2024-02-03,REP019,DOC0047,TER033,Camp,"DRG015,DRG013,DRG009,DRG001",2,Will Consider,2024-02-23,14,No,
VIS000370,2024-02-04,REP017,DOC0111,TER004,Planned,DRG002,2,Will Consider,2024-02-29,29,No,
VIS002759,2024-02-04,REP017,DOC0095,TER013,Follow-up,"DRG001,DRG007",3,Not Interested,2024-03-04,25,No,
VIS000018,2024-02-05,REP007,DOC0178,TER036,Follow-up,"DRG004,DRG015",0,Prescription Committed,2024-03-02,30,No,
VIS000119,2024-02-05,REP001,DOC0128,TER008,Follow-up,"DRG007,DRG009,DRG010,DRG008",3,Sample Accepted,2024-02-25,22,No,
VIS002794,2024-02-05,REP017,DOC0202,TER007,Planned,DRG012,2,Will Consider,2024-02-13,38,Yes,REP017
VIS002855,2024-02-05,REP010,DOC0172,TER026,CME,"DRG014,DRG003,DRG005,DRG006",2,Sample Accepted,2024-02-26,33,No,
VIS002569,2024-02-06,REP013,DOC0206,TER001,Unplanned,DRG011,1,Prescription Committed,2024-02-14,26,Yes,REP017
VIS000964,2024-02-07,REP008,DOC0292,TER028,Unplanned,"DRG010,DRG004",3,Not Interested,2024-02-28,38,No,
VIS001484,2024-02-07,REP020,DOC0003,TER032,Unplanned,"DRG009,DRG015",3,Will Consider,2024-02-21,44,No,
VIS001780,2024-02-08,REP019,DOC0214,TER030,Follow-up,"DRG002,DRG010,DRG004",0,Prescription Committed,2024-02-19,41,Yes,REP017
VIS002819,2024-02-09,REP013,DOC0088,TER032,Planned,DRG011,3,Meeting Rescheduled,2024-02-27,33,Yes,REP017
VIS002599,2024-02-10,REP008,DOC0177,TER025,Planned,DRG001,1,Will Consider,2024-02-20,30,Yes,REP017
VIS002591,2024-02-11,REP014,DOC0158,TER031,CME,"DRG002,DRG009,DRG014",1,Not Interested,2024-03-07,41,No,
VIS001691,2024-02-12,REP019,DOC0189,TER024,CME,"DRG003,DRG008,DRG009",0,Not Interested,2024-02-22,43,No,
VIS002822,2024-02-13,REP018,DOC0231,TER006,Follow-up,DRG012,3,Not Interested,2024-03-12,12,No,
VIS000945,2024-02-14,REP003,DOC0241,TER009,Planned,"DRG006,DRG014,DRG010",3,Will Consider,2024-03-05,15,No,
VIS002017,2024-02-14,REP013,DOC0103,TER002,Follow-up,DRG003,0,Will Consider,2024-02-27,14,No,
VIS000238,2024-02-15,REP008,DOC0210,TER023,Planned,"DRG003,DRG007,DRG002",0,Prescription Committed,2024-02-25,40,Yes,REP017
VIS001112,2024-02-15,REP005,DOC0057,TER012,Unplanned,"DRG012,DRG007,DRG009,DRG013",3,Will Consider,2024-02-27,38,No,
VIS002524,2024-02-15,REP006,DOC0194,TER034,Planned,DRG009,3,Prescription Committed,2024-02-23,27,No,
VIS002873,2024-02-15,REP007,DOC0126,TER039,Planned,"DRG001,DRG004,DRG006,DRG011",3,Meeting Rescheduled,2024-02-27,45,No,
VIS002987,2024-02-15,REP002,DOC0201,TER005,Planned,"DRG009,DRG010,DRG002,DRG001",1,Prescription Committed,2024-02-27,22,No,
VIS000163,2024-02-16,REP001,DOC0033,TER008,Planned,"DRG014,DRG010",3,Prescription Committed,2024-02-29,20,No,
VIS002083,2024-02-17,REP002,DOC0034,TER035,Follow-up,"DRG012,DRG001",3,Sample Accepted,2024-03-18,15,No,
VIS000291,2024-02-18,REP015,DOC0268,TER014,Follow-up,"DRG011,DRG002,DRG003",3,Sample Accepted,2024-03-07,34,Yes,REP017
VIS001613,2024-02-18,REP001,DOC0003,TER038,CME,"DRG009,DRG006,DRG001,DRG013",3,Will Consider,2024-03-19,33,No,
VIS000792,2024-02-19,REP015,DOC0181,TER024,Follow-up,DRG007,2,Not Interested,2024-03-10,29,No,
VIS001766,2024-02-19,REP005,DOC0104,TER008,Planned,DRG013,3,Will Consider,2024-03-11,26,No,
VIS001560,2024-02-20,REP002,DOC0217,TER016,CME,"DRG013,DRG001",3,Sample Accepted,2024-03-02,42,Yes,REP017
VIS002951,2024-02-20,REP006,DOC0106,TER031,Camp,"DRG012,DRG001",1,Meeting Rescheduled,2024-03-16,43,No,
VIS001421,2024-02-21,REP006,DOC0019,TER019,Follow-up,"DRG001,DRG013",2,Prescription Committed,2024-03-14,43,No,
VIS000326,2024-02-22,REP010,DOC0023,TER032,Follow-up,"DRG001,DRG015",3,Will Consider,2024-03-10,16,No,
VIS001539,2024-02-22,REP018,DOC0120,TER003,Unplanned,"DRG006,DRG005,DRG013",2,Sample Accepted,2024-03-02,10,No,
VIS001132,2024-02-23,REP005,DOC0183,TER037,Unplanned,"DRG010,DRG013",0,Will Consider,2024-03-08,24,No,
VIS001768,2024-02-23,REP004,DOC0175,TER013,Follow-up,"DRG011,DRG008",3,Will Consider,2024-03-19,38,No,
VIS002542,2024-02-23,REP006,DOC0266,TER017,Planned,"DRG015,DRG004,DRG008",0,Prescription Committed,2024-03-24,43,Yes,REP017
VIS001454,2024-02-24,REP003,DOC0148,TER009,Planned,"DRG008,DRG009,DRG003",1,Will Consider,2024-03-07,23,No,
VIS000145,2024-02-25,REP007,DOC0243,TER014,Planned,"DRG012,DRG014,DRG010",0,Will Consider,2024-03-03,12,No,
VIS002956,2024-02-25,REP014,DOC0089,TER021,Follow-up,"DRG014,DRG013,DRG006,DRG001",0,Not Interested,2024-03-26,26,No,
VIS000709,2024-02-26,REP010,DOC0174,TER023,Unplanned,DRG012,0,Meeting Rescheduled,2024-03-22,34,No,
VIS002249,2024-02-26,REP012,DOC0139,TER008,Camp,DRG002,3,Prescription Committed,2024-03-20,17,Yes,REP012
VIS000699,2024-02-27,REP002,DOC0257,TER040,Follow-up,"DRG002,DRG010",3,Prescription Committed,2024-03-26,31,No,
VIS001977,2024-02-27,REP016,DOC0230,TER028,Planned,"DRG008,DRG004",0,Prescription Committed,2024-03-24,25,No,
VIS002703,2024-02-27,REP010,DOC0273,TER033,Planned,"DRG012,DRG008",0,Sample Accepted,2024-03-28,22,No,
VIS002621,2024-02-28,REP004,DOC0201,TER018,Planned,DRG015,0,Prescription Committed,2024-03-17,31,Yes,REP012
VIS000460,2024-02-29,REP017,DOC0173,TER029,Camp,"DRG001,DRG004,DRG008,DRG007",3,Will Consider,2024-03-08,11,No,
VIS000060,2024-03-01,REP013,DOC0282,TER012,Camp,"DRG004,DRG008,DRG015,DRG014",3,Prescription Committed,2024-03-14,17,No,
VIS001022,2024-03-01,REP009,DOC0226,TER040,Follow-up,"DRG004,DRG013",2,Not Interested,2024-03-17,37,No,
VIS001693,2024-03-01,REP001,DOC0223,TER013,Planned,DRG004,1,Sample Accepted,2024-03-08,24,No,
VIS001179,2024-03-02,REP004,DOC0167,TER030,Follow-up,"DRG005,DRG014,DRG002",1,Will Consider,2024-03-11,12,No,
VIS002077,2024-03-03,REP006,DOC0239,TER014,Follow-up,"DRG007,DRG004",3,Prescription Committed,2024-03-25,19,No,
VIS001948,2024-03-04,REP009,DOC0290,TER006,Planned,DRG007,2,Prescription Committed,2024-03-24,13,No,
VIS000918,2024-03-05,REP001,DOC0103,TER005,Follow-up,"DRG008,DRG006,DRG009",1,Not Interested,2024-03-31,12,No,
VIS001005,2024-03-05,REP015,DOC0111,TER020,Planned,"DRG012,DRG001,DRG013,DRG009",1,Will Consider,2024-03-22,15,No,
VIS001095,2024-03-05,REP006,DOC0218,TER036,Unplanned,"DRG001,DRG010",1,Prescription Committed,2024-03-16,25,No,
VIS001620,2024-03-05,REP020,DOC0134,TER039,Camp,"DRG012,DRG011,DRG007",2,Will Consider,2024-03-16,34,Yes,REP012
VIS002393,2024-03-05,REP011,DOC0210,TER008,Follow-up,"DRG005,DRG004,DRG001",2,Sample Accepted,2024-03-24,30,Yes,REP017
VIS002864,2024-03-05,REP014,DOC0296,TER013,Planned,DRG007,0,Prescription Committed,2024-03-29,26,No,
VIS000020,2024-03-06,REP014,DOC0111,TER026,Unplanned,"DRG010,DRG003,DRG015,DRG012",2,Sample Accepted,2024-03-25,42,No,
VIS000880,2024-03-06,REP005,DOC0201,TER017,Planned,"DRG008,DRG005,DRG009,DRG002",0,Prescription Committed,2024-03-20,11,No,
VIS000786,2024-03-07,REP019,DOC0259,TER016,Planned,"DRG010,DRG004,DRG003,DRG011",0,Prescription Committed,2024-03-14,30,No,
VIS001438,2024-03-07,REP010,DOC0126,TER020,CME,DRG011,1,Prescription Committed,2024-03-22,27,Yes,REP012
VIS002664,2024-03-07,REP007,DOC0195,TER035,Unplanned,"DRG007,DRG012,DRG011",1,Not Interested,2024-03-18,13,No,
VIS002687,2024-03-07,REP003,DOC0018,TER001,Planned,"DRG014,DRG011",3,Prescription Committed,2024-03-30,13,No,
VIS000568,2024-03-08,REP008,DOC0276,TER016,Unplanned,"DRG004,DRG001,DRG012,DRG006",2,Sample Accepted,2024-03-22,12,Yes,REP017
VIS001182,2024-03-08,REP006,DOC0188,TER027,Planned,"DRG004,DRG001,DRG006,DRG013",0,Not Interested,2024-03-25,41,No,
VIS001687,2024-03-08,REP015,DOC0287,TER010,Camp,DRG004,2,Prescription Committed,2024-03-31,20,No,
VIS002810,2024-03-08,REP017,DOC0157,TER017,Follow-up,"DRG003,DRG009,DRG001,DRG014",0,Prescription Committed,2024-03-27,33,No,
VIS001060,2024-03-09,REP013,DOC0237,TER026,Follow-up,DRG009,0,Prescription Committed,2024-04-03,41,No,
VIS002209,2024-03-09,REP007,DOC0262,TER029,Planned,"DRG008,DRG007,DRG001,DRG015",0,Prescription Committed,2024-03-27,13,No,
VIS002585,2024-03-09,REP018,DOC0225,TER037,CME,DRG004,2,Will Consider,2024-03-21,13,No,
VIS001534,2024-03-10,REP001,DOC0228,TER012,Follow-up,"DRG003,DRG004,DRG008",1,Prescription Committed,2024-04-09,17,No,
VIS001097,2024-03-11,REP014,DOC0081,TER006,Planned,"DRG006,DRG012,DRG011,DRG015",0,Will Consider,2024-04-01,28,No,
VIS002109,2024-03-11,REP004,DOC0086,TER021,Planned,"DRG004,DRG013",1,Will Consider,2024-04-07,39,No,
VIS002155,2024-03-11,REP007,DOC0088,TER034,Unplanned,"DRG008,DRG012,DRG010",2,Not Interested,2024-03-30,37,No,
VIS002320,2024-03-11,REP011,DOC0117,TER006,Camp,"DRG005,DRG010,DRG013",1,Prescription Committed,2024-03-22,38,No,
VIS002870,2024-03-11,REP002,DOC0175,TER031,Planned,"DRG011,DRG013,DRG014",0,Will Consider,2024-04-03,11,No,
VIS000498,2024-03-12,REP020,DOC0010,TER027,Planned,"DRG008,DRG001",1,Sample Accepted,2024-04-11,16,Yes,REP012
VIS001759,2024-03-12,REP003,DOC0182,TER027,Camp,"DRG001,DRG010,DRG012,DRG002",0,Sample Accepted,2024-03-21,31,No,
VIS002327,2024-03-13,REP010,DOC0266,TER039,Planned,"DRG005,DRG010,DRG002,DRG003",1,Sample Accepted,2024-03-20,15,No,
VIS001072,2024-03-14,REP015,DOC0276,TER038,Follow-up,"DRG013,DRG011",1,Sample Accepted,2024-04-09,27,Yes,REP017
VIS002496,2024-03-15,REP018,DOC0201,TER036,Planned,"DRG009,DRG015",3,Will Consider,2024-03-26,19,No,
VIS001615,2024-03-17,REP013,DOC0217,TER001,Planned,"DRG001,DRG002,DRG007,DRG009",3,Prescription Committed,2024-04-01,26,No,
VIS002025,2024-03-18,REP005,DOC0258,TER005,Planned,DRG010,3,Not Interested,2024-04-13,35,No,
VIS002400,2024-03-18,REP010,DOC0284,TER035,Planned,"DRG013,DRG001,DRG011",2,Prescription Committed,2024-04-12,22,No,
VIS000309,2024-03-19,REP005,DOC0246,TER022,CME,"DRG013,DRG006",0,Sample Accepted,2024-04-07,44,No,
VIS001834,2024-03-19,REP018,DOC0055,TER031,Planned,"DRG015,DRG001",2,Will Consider,2024-03-29,13,Yes,REP017
VIS001915,2024-03-19,REP001,DOC0096,TER010,Planned,"DRG014,DRG010,DRG005,DRG003",2,Sample Accepted,2024-03-28,25,No,
VIS002381,2024-03-19,REP002,DOC0244,TER002,Planned,"DRG015,DRG007,DRG006,DRG011",1,Will Consider,2024-04-08,21,No,
VIS002534,2024-03-19,REP006,DOC0114,TER014,Unplanned,"DRG015,DRG008,DRG005,DRG012",0,Sample Accepted,2024-04-05,45,No,
VIS002990,2024-03-19,REP013,DOC0027,TER027,Follow-up,"DRG008,DRG003",1,Prescription Committed,2024-04-08,17,Yes,REP017
VIS000580,2024-03-20,REP009,DOC0077,TER030,Planned,DRG007,2,Sample Accepted,2024-04-07,25,No,
VIS001059,2024-03-20,REP020,DOC0137,TER023,Planned,DRG006,1,Sample Accepted,2024-04-16,43,Yes,REP012
VIS000672,2024-03-21,REP017,DOC0228,TER030,Follow-up,"DRG001,DRG003",2,Sample Accepted,2024-04-12,44,No,
VIS000953,2024-03-21,REP007,DOC0168,TER022,Follow-up,"DRG003,DRG004,DRG006",1,Sample Accepted,2024-04-02,20,No,
VIS000229,2024-03-22,REP020,DOC0235,TER021,CME,DRG002,2,Prescription Committed,2024-03-29,41,No,
VIS001187,2024-03-22,REP002,DOC0031,TER040,Camp,"DRG008,DRG006,DRG011",0,Not Interested,2024-04-05,30,No,
VIS000304,2024-03-23,REP020,DOC0085,TER023,Planned,"DRG014,DRG005",0,Prescription Committed,2024-04-10,22,No,
VIS001698,2024-03-23,REP014,DOC0272,TER014,Unplanned,"DRG010,DRG005",2,Meeting Rescheduled,2024-04-17,39,No,
VIS002439,2024-03-23,REP005,DOC0183,TER028,Planned,"DRG004,DRG014",2,Prescription Committed,2024-04-04,16,Yes,REP017
VIS002243,2024-03-24,REP011,DOC0159,TER036,Unplanned,"DRG013,DRG009",2,Will Consider,2024-03-31,35,No,
VIS002762,2024-03-24,REP007,DOC0143,TER037,Follow-up,"DRG015,DRG009,DRG014,DRG008",2,Sample Accepted,2024-04-07,39,No,
VIS001730,2024-03-25,REP006,DOC0069,TER022,Unplanned,"DRG014,DRG007,DRG015",2,Not Interested,2024-04-18,12,No,
VIS002641,2024-03-25,REP012,DOC0246,TER022,Planned,"DRG011,DRG006,DRG003",2,Not Interested,2024-04-23,19,No,
VIS002773,2024-03-25,REP009,DOC0070,TER018,Follow-up,"DRG002,DRG007,DRG014",0,Will Consider,2024-04-15,34,No,
VIS000356,2024-03-26,REP003,DOC0269,TER031,Unplanned,"DRG007,DRG015,DRG013",0,Prescription Committed,2024-04-09,43,Yes,REP012
VIS000593,2024-03-26,REP014,DOC0021,TER030,Follow-up,"DRG008,DRG010",0,Prescription Committed,2024-04-03,28,No,
VIS002041,2024-03-26,REP013,DOC0113,TER015,Planned,DRG011,3,Not Interested,2024-04-22,43,No,
VIS002423,2024-03-26,REP014,DOC0048,TER030,Planned,"DRG009,DRG005,DRG002,DRG004",3,Meeting Rescheduled,2024-04-05,27,No,
VIS000926,2024-03-27,REP013,DOC0173,TER029,Planned,"DRG007,DRG013,DRG012",1,Will Consider,2024-04-04,34,No,
VIS001520,2024-03-27,REP011,DOC0252,TER027,Planned,DRG011,3,Not Interested,2024-04-06,25,Yes,REP017
VIS001686,2024-03-27,REP010,DOC0203,TER006,Planned,"DRG014,DRG003",1,Will Consider,2024-04-16,32,No,
VIS001601,2024-03-28,REP011,DOC0221,TER029,CME,DRG004,0,Sample Accepted,2024-04-22,35,Yes,REP017
VIS002663,2024-03-28,REP007,DOC0078,TER015,Planned,"DRG002,DRG010,DRG001,DRG004",3,Prescription Committed,2024-04-25,37,Yes,REP012
VIS000836,2024-03-29,REP004,DOC0271,TER025,CME,"DRG007,DRG013,DRG003,DRG006",1,Will Consider,2024-04-22,24,No,
VIS002130,2024-03-29,REP019,DOC0225,TER001,Planned,"DRG007,DRG011",0,Will Consider,2024-04-26,34,No,
VIS002796,2024-03-29,REP018,DOC0174,TER031,Unplanned,"DRG011,DRG003",2,Meeting Rescheduled,2024-04-11,31,No,
VIS000673,2024-03-30,REP020,DOC0051,TER011,Follow-up,"DRG008,DRG007",2,Will Consider,2024-04-21,24,No,
VIS002147,2024-03-30,REP006,DOC0267,TER036,Unplanned,"DRG008,DRG011",1,Prescription Committed,2024-04-14,22,No,
VIS000232,2024-03-31,REP011,DOC0082,TER020,Planned,"DRG013,DRG007,DRG012,DRG011",0,Will Consider,2024-04-23,26,No,
VIS000268,2024-03-31,REP018,DOC0062,TER021,Unplanned,"DRG006,DRG011",0,Not Interested,2024-04-25,35,No,
VIS000234,2024-04-01,REP016,DOC0070,TER031,Unplanned,"DRG011,DRG001",1,Prescription Committed,2024-04-28,45,No,
VIS001936,2024-04-02,REP020,DOC0225,TER025,Unplanned,"DRG008,DRG005,DRG002,DRG009",3,Will Consider,2024-04-29,18,No,
VIS002853,2024-04-02,REP016,DOC0230,TER001,Planned,"DRG005,DRG015",3,Prescription Committed,2024-04-24,18,No,
VIS002893,2024-04-02,REP002,DOC0237,TER033,Follow-up,"DRG006,DRG010,DRG012",3,Prescription Committed,2024-04-26,30,No,
VIS001726,2024-04-03,REP017,DOC0007,TER003,Planned,DRG003,3,Will Consider,2024-04-12,24,No,
VIS002448,2024-04-03,REP017,DOC0183,TER032,Planned,"DRG014,DRG015",3,Not Interested,2024-04-20,45,No,
VIS002662,2024-04-03,REP003,DOC0158,TER023,Planned,"DRG009,DRG008,DRG014,DRG010",3,Sample Accepted,2024-04-22,14,No,
VIS000651,2024-04-04,REP013,DOC0038,TER022,Planned,"DRG015,DRG013,DRG010,DRG007",2,Prescription Committed,2024-04-18,41,No,
VIS002176,2024-04-04,REP007,DOC0144,TER020,Planned,"DRG013,DRG001,DRG011",0,Will Consider,2024-04-29,41,Yes,REP012
VIS002223,2024-04-04,REP010,DOC0296,TER013,Planned,"DRG009,DRG010,DRG006,DRG003",1,Prescription Committed,2024-04-30,31,No,
VIS001098,2024-04-06,REP020,DOC0238,TER024,Follow-up,"DRG010,DRG011,DRG007",0,Sample Accepted,2024-04-24,41,Yes,REP012
VIS002204,2024-04-07,REP012,DOC0245,TER020,Planned,"DRG001,DRG002,DRG005",1,Prescription Committed,2024-05-04,13,No,
VIS000023,2024-04-08,REP020,DOC0262,TER025,Follow-up,"DRG011,DRG013,DRG004,DRG014",2,Will Consider,2024-04-16,30,No,
VIS001526,2024-04-08,REP001,DOC0183,TER011,Planned,DRG013,1,Prescription Committed,2024-05-01,16,No,
VIS002963,2024-04-08,REP005,DOC0288,TER018,Planned,DRG011,0,Sample Accepted,2024-05-04,12,No,
VIS000810,2024-04-09,REP014,DOC0057,TER028,Camp,DRG001,1,Prescription Committed,2024-04-30,33,No,
VIS001499,2024-04-09,REP008,DOC0056,TER024,Follow-up,"DRG001,DRG015",2,Sample Accepted,2024-04-20,11,No,
VIS000113,2024-04-10,REP004,DOC0149,TER001,Follow-up,"DRG011,DRG013",1,Sample Accepted,2024-05-03,41,No,
VIS002105,2024-04-10,REP006,DOC0152,TER017,Follow-up,"DRG005,DRG012,DRG013,DRG002",3,Meeting Rescheduled,2024-05-08,26,Yes,REP017
VIS001172,2024-04-11,REP012,DOC0105,TER038,Planned,"DRG014,DRG003,DRG013,DRG011",3,Not Interested,2024-05-04,42,No,
VIS001543,2024-04-11,REP018,DOC0267,TER003,CME,"DRG004,DRG013,DRG001",2,Will Consider,2024-05-10,40,No,
VIS002008,2024-04-11,REP016,DOC0278,TER026,Camp,DRG011,1,Will Consider,2024-04-27,39,No,
VIS002421,2024-04-11,REP001,DOC0245,TER039,Planned,"DRG012,DRG009,DRG010",1,Sample Accepted,2024-04-19,17,No,
VIS002706,2024-04-11,REP015,DOC0107,TER027,CME,"DRG001,DRG011,DRG008",0,Prescription Committed,2024-05-04,22,No,
VIS000633,2024-04-13,REP001,DOC0265,TER017,Follow-up,DRG010,2,Prescription Committed,2024-04-26,44,No,
VIS001975,2024-04-13,REP009,DOC0135,TER028,Follow-up,DRG003,2,Will Consider,2024-04-25,10,No,
VIS002607,2024-04-13,REP008,DOC0153,TER005,Follow-up,"DRG005,DRG003,DRG011,DRG010",1,Not Interested,2024-05-07,41,No,
VIS000216,2024-04-14,REP009,DOC0068,TER010,Planned,DRG005,0,Prescription Committed,2024-04-26,30,No,
VIS002500,2024-04-14,REP007,DOC0215,TER022,Follow-up,"DRG001,DRG012",0,Prescription Committed,2024-04-21,11,No,
VIS000971,2024-04-15,REP001,DOC0246,TER016,Unplanned,"DRG005,DRG014,DRG009",3,Not Interested,2024-04-26,16,No,
VIS001264,2024-04-15,REP010,DOC0135,TER038,Planned,"DRG007,DRG011",2,Not Interested,2024-05-08,41,Yes,REP012
VIS001796,2024-04-15,REP015,DOC0023,TER036,CME,"DRG001,DRG008",0,Sample Accepted,2024-05-09,18,Yes,REP017
VIS001245,2024-04-16,REP011,DOC0197,TER023,Planned,"DRG003,DRG004,DRG002",2,Prescription Committed,2024-04-29,45,No,
VIS001328,2024-04-16,REP009,DOC0222,TER007,Unplanned,"DRG011,DRG009,DRG014",0,Sample Accepted,2024-04-23,26,No,
VIS002236,2024-04-16,REP006,DOC0050,TER010,Planned,DRG001,0,Sample Accepted,2024-04-23,25,No,
VIS002427,2024-04-17,REP012,DOC0075,TER020,Planned,"DRG007,DRG011,DRG006",2,Prescription Committed,2024-05-16,35,No,
VIS002633,2024-04-17,REP007,DOC0038,TER027,Planned,"DRG007,DRG003",1,Will Consider,2024-05-13,20,No,
VIS002751,2024-04-17,REP004,DOC0235,TER004,Planned,"DRG013,DRG006,DRG011,DRG005",2,Prescription Committed,2024-04-30,43,No,
VIS001320,2024-04-18,REP001,DOC0240,TER022,Planned,"DRG012,DRG014",1,Will Consider,2024-05-16,30,No,
VIS001517,2024-04-18,REP020,DOC0042,TER035,Planned,DRG005,1,Will Consider,2024-05-08,20,No,
VIS001748,2024-04-18,REP014,DOC0140,TER023,Planned,"DRG001,DRG008,DRG005,DRG010",1,Sample Accepted,2024-04-27,39,Yes,REP017
VIS000740,2024-04-19,REP011,DOC0137,TER037,Planned,"DRG007,DRG004,DRG008,DRG009",2,Sample Accepted,2024-05-10,18,No,
VIS002432,2024-04-19,REP014,DOC0231,TER029,Planned,"DRG013,DRG003,DRG008,DRG007",2,Will Consider,2024-05-15,32,Yes,REP017
VIS002597,2024-04-19,REP002,DOC0064,TER024,Planned,DRG009,2,Sample Accepted,2024-04-28,13,No,
VIS000504,2024-04-20,REP010,DOC0016,TER040,Planned,DRG011,0,Prescription Committed,2024-05-11,28,No,
VIS001605,2024-04-20,REP019,DOC0073,TER020,Planned,DRG009,0,Prescription Committed,2024-04-28,31,No,
VIS000369,2024-04-21,REP014,DOC0198,TER029,Planned,"DRG015,DRG002,DRG013",0,Prescription Committed,2024-05-08,37,Yes,REP017
VIS000841,2024-04-22,REP020,DOC0187,TER031,Follow-up,DRG012,0,Will Consider,2024-05-04,10,Yes,REP012
VIS001367,2024-04-22,REP004,DOC0225,TER014,Follow-up,"DRG012,DRG010,DRG003,DRG015",3,Not Interested,2024-04-29,24,No,
VIS002648,2024-04-22,REP004,DOC0203,TER024,Camp,"DRG014,DRG009,DRG004",3,Prescription Committed,2024-05-10,19,No,
VIS001934,2024-04-23,REP015,DOC0146,TER039,Planned,"DRG001,DRG010,DRG011,DRG006",0,Prescription Committed,2024-05-14,32,Yes,REP017
VIS002280,2024-04-23,REP013,DOC0202,TER002,Planned,"DRG003,DRG005,DRG001",3,Not Interested,2024-05-02,39,No,
VIS001525,2024-04-24,REP014,DOC0231,TER039,CME,DRG015,1,Sample Accepted,2024-05-13,11,No,
VIS000222,2024-04-25,REP003,DOC0099,TER023,Follow-up,"DRG010,DRG009,DRG006",1,Not Interested,2024-05-23,17,No,
VIS000558,2024-04-25,REP001,DOC0078,TER002,Follow-up,"DRG015,DRG003,DRG012",3,Prescription Committed,2024-05-13,43,No,
VIS000962,2024-04-25,REP017,DOC0062,TER009,Follow-up,"DRG004,DRG007",3,Will Consider,2024-05-25,25,No,
VIS001392,2024-04-26,REP010,DOC0003,TER002,Planned,"DRG009,DRG005",3,Sample Accepted,2024-05-06,18,No,
VIS000257,2024-04-27,REP012,DOC0230,TER021,Planned,DRG015,3,Sample Accepted,2024-05-16,42,No,
VIS001029,2024-04-27,REP018,DOC0212,TER019,Planned,DRG004,0,Prescription Committed,2024-05-14,19,No,
VIS001200,2024-04-27,REP017,DOC0256,TER022,Follow-up,DRG007,3,Prescription Committed,2024-05-05,24,No,
VIS001398,2024-04-28,REP019,DOC0038,TER032,Planned,"DRG009,DRG013,DRG007,DRG001",0,Prescription Committed,2024-05-28,10,No,
VIS001565,2024-04-28,REP007,DOC0270,TER017,Planned,"DRG001,DRG014,DRG008",1,Sample Accepted,2024-05-08,35,No,
VIS002659,2024-04-28,REP013,DOC0110,TER016,CME,DRG004,3,Prescription Committed,2024-05-26,34,No,
VIS000148,2024-04-29,REP008,DOC0193,TER027,Follow-up,"DRG014,DRG012,DRG010,DRG006",1,Sample Accepted,2024-05-22,36,No,
VIS000722,2024-04-29,REP019,DOC0217,TER026,Planned,"DRG006,DRG002,DRG012,DRG007",2,Not Interested,2024-05-09,18,No,
VIS000845,2024-04-29,REP005,DOC0129,TER034,Planned,"DRG015,DRG011",3,Prescription Committed,2024-05-14,25,No,
VIS002013,2024-04-29,REP006,DOC0293,TER009,Planned,"DRG001,DRG012,DRG009,DRG005",2,Sample Accepted,2024-05-19,39,No,
VIS002629,2024-04-29,REP017,DOC0182,TER013,Planned,"DRG015,DRG006,DRG014",0,Meeting Rescheduled,2024-05-29,27,No,
VIS000182,2024-04-30,REP004,DOC0232,TER039,CME,DRG008,1,Meeting Rescheduled,2024-05-12,13,No,
VIS002035,2024-04-30,REP006,DOC0014,TER026,Unplanned,"DRG004,DRG005,DRG009,DRG012",0,Will Consider,2024-05-11,14,No,
