TargetID,RepID,DrugID,FY_Quarter,SalesTarget_Value,SalesTarget_Units,VisitTarget,NewDoctorTarget
TGT003514,REP015,DRG010,FY2023-Q2,194138.41,157,35,6
TGT003515,REP015,DRG010,FY2023-Q3,65709.5,187,52,10
TGT003516,REP015,DRG010,FY2023-Q4,140632.18,135,60,6
TGT003517,REP015,DRG010,FY2024-Q1,114918.19,200,27,10
TGT003518,REP015,DRG010,FY2024-Q2,160414.74,293,23,9
TGT003519,REP015,DRG010,FY2024-Q3,124961.39,83,22,4
TGT003520,REP015,DRG010,FY2024-Q4,69479.57,110,30,4
TGT003521,REP015,DRG011,FY2021-Q1,3709593.76,233,55,10
TGT003522,REP015,DRG011,FY2021-Q2,5308451.34,183,32,4
TGT003523,REP015,DRG011,FY2021-Q3,5824219.96,203,20,9
TGT003524,REP015,DRG011,FY2021-Q4,3576467.51,183,27,5
TGT003525,REP015,DRG011,FY2022-Q1,8851799.66,58,56,4
TGT003526,REP015,DRG011,FY2022-Q2,3478170.18,271,54,7
TGT003527,REP015,DRG011,FY2022-Q3,7668651.8,212,33,4
TGT003528,REP015,DRG011,FY2022-Q4,7389496.46,113,28,7
TGT003529,REP015,DRG011,FY2023-Q1,5362332.28,180,42,4
TGT003530,REP015,DRG011,FY2023-Q2,3030815.05,249,43,9
TGT003531,REP015,DRG011,FY2023-Q3,4276720.82,251,50,2
TGT003532,REP015,DRG011,FY2023-Q4,4527047.09,108,33,10
TGT003533,REP015,DRG011,FY2024-Q1,6293414.4,99,39,3
TGT003534,REP015,DRG011,FY2024-Q2,5326870.14,113,31,7
TGT003535,REP015,DRG011,FY2024-Q3,6483123.55,102,60,6
TGT003536,REP015,DRG011,FY2024-Q4,4241283.25,279,25,9
TGT003537,REP015,DRG012,FY2021-Q1,24953.55,150,26,2
TGT003538,REP015,DRG012,FY2021-Q2,9598.33,132,54,3
TGT003539,REP015,DRG012,FY2021-Q3,10474.67,168,26,5
TGT003540,REP015,DRG012,FY2021-Q4,12955.51,66,60,2
TGT003541,REP015,DRG012,FY2022-Q1,15139.47,125,36,10
TGT003542,REP015,DRG012,FY2022-Q2,11708.99,161,60,8
TGT003543,REP015,DRG012,FY2022-Q3,6253.24,103,58,2
TGT003544,REP015,DRG012,FY2022-Q4,20482.02,287,58,9
TGT003545,REP015,DRG012,FY2023-Q1,10455.52,160,26,5
TGT003546,REP015,DRG012,FY2023-Q2,10460.29,167,29,8
TGT003547,REP015,DRG012,FY2023-Q3,26801.53,294,42,3
TGT003548,REP015,DRG012,FY2023-Q4,16438.11,203,54,4
TGT003549,REP015,DRG012,FY2024-Q1,19971.49,174,46,9
TGT003550,REP015,DRG012,FY2024-Q2,18583.26,194,20,9
TGT003551,REP015,DRG012,FY2024-Q3,6913.08,243,36,3
TGT003552,REP015,DRG012,FY2024-Q4,8983.55,266,53,10
TGT003553,REP015,DRG013,FY2021-Q1,19223.73,189,33,9
TGT003554,REP015,DRG013,FY2021-Q2,36583.31,293,44,7
TGT003555,REP015,DRG013,FY2021-Q3,13486.26,65,36,5
TGT003556,REP015,DRG013,FY2021-Q4,12457.79,148,23,6
TGT003557,REP015,DRG013,FY2022-Q1,13479.52,198,24,2
TGT003558,REP015,DRG013,FY2022-Q2,19362.12,214,51,3
TGT003559,REP015,DRG013,FY2022-Q3,35171.07,220,57,2
TGT003560,REP015,DRG013,FY2022-Q4,24991.63,149,55,2
TGT003561,REP015,DRG013,FY2023-Q1,11437,285,58,2
TGT003562,REP015,DRG013,FY2023-Q2,29577.88,218,47,3
TGT003563,REP015,DRG013,FY2023-Q3,25821.11,236,31,4
TGT003564,REP015,DRG013,FY2023-Q4,23631.09,224,49,6
TGT003565,REP015,DRG013,FY2024-Q1,30144.17,244,37,2
TGT003566,REP015,DRG013,FY2024-Q2,27243.35,155,53,3
TGT003567,REP015,DRG013,FY2024-Q3,20130.68,177,46,3
TGT003568,REP015,DRG013,FY2024-Q4,27612.73,279,33,8
TGT003569,REP015,DRG014,FY2021-Q1,35545.39,214,34,9
TGT003570,REP015,DRG014,FY2021-Q2,26345.29,291,41,5
TGT003571,REP015,DRG014,FY2021-Q3,35967.53,176,23,2
TGT003572,REP015,DRG014,FY2021-Q4,49210.19,282,52,5
TGT003573,REP015,DRG014,FY2022-Q1,20813.9,233,38,2
TGT003574,REP015,DRG014,FY2022-Q2,26416.46,54,35,2
TGT003575,REP015,DRG014,FY2022-Q3,32669.64,182,31,3
TGT003576,REP015,DRG014,FY2022-Q4,33932.07,242,32,10
TGT003577,REP015,DRG014,FY2023-Q1,56109.85,81,48,6
TGT003578,REP015,DRG014,FY2023-Q2,15134.81,154,42,8
TGT003579,REP015,DRG014,FY2023-Q3,23168.71,159,34,2
TGT003580,REP015,DRG014,FY2023-Q4,34664.72,233,53,4
TGT003581,REP015,DRG014,FY2024-Q1,18355.07,77,43,8
TGT003582,REP015,DRG014,FY2024-Q2,33163.03,193,60,4
TGT003583,REP015,DRG014,FY2024-Q3,15477.09,250,23,3
TGT003584,REP015,DRG014,FY2024-Q4,49170.48,294,20,5
TGT003585,REP015,DRG015,FY2021-Q1,143180.09,219,32,5
TGT003586,REP015,DRG015,FY2021-Q2,184989.96,63,38,6
TGT003587,REP015,DRG015,FY2021-Q3,190571.18,87,41,5
TGT003588,REP015,DRG015,FY2021-Q4,159188.06,68,25,4
TGT003589,REP015,DRG015,FY2022-Q1,210467.11,84,53,5
TGT003590,REP015,DRG015,FY2022-Q2,137173.17,242,21,8
TGT003591,REP015,DRG015,FY2022-Q3,215757.43,63,56,10
TGT003592,REP015,DRG015,FY2022-Q4,164845.15,260,23,10
TGT003593,REP015,DRG015,FY2023-Q1,178702.42,165,38,5
TGT003594,REP015,DRG015,FY2023-Q2,182446.56,121,40,2
TGT003595,REP015,DRG015,FY2023-Q3,177609.73,292,25,9
TGT003596,REP015,DRG015,FY2023-Q4,153433.55,274,52,4
TGT003597,REP015,DRG015,FY2024-Q1,101132.92,214,37,7
TGT003598,REP015,DRG015,FY2024-Q2,188247.94,287,20,8
TGT003599,REP015,DRG015,FY2024-Q3,67708.43,214,45,2
TGT003600,REP015,DRG015,FY2024-Q4,121070.15,160,60,6
TGT003601,REP016,DRG001,FY2021-Q1,43252.88,69,27,3
TGT003602,REP016,DRG001,FY2021-Q2,80512.2,110,21,10
TGT003603,REP016,DRG001,FY2021-Q3,36135,258,32,10
TGT003604,REP016,DRG001,FY2021-Q4,38512.9,135,54,3
TGT003605,REP016,DRG001,FY2022-Q1,63073.98,145,27,7
TGT003606,REP016,DRG001,FY2022-Q2,39576.16,85,58,2
TGT003607,REP016,DRG001,FY2022-Q3,32973.51,176,46,3
TGT003608,REP016,DRG001,FY2022-Q4,43904.59,125,38,8
TGT003609,REP016,DRG001,FY2023-Q1,70723.99,51,41,7
TGT003610,REP016,DRG001,FY2023-Q2,42190.65,95,31,10
TGT003611,REP016,DRG001,FY2023-Q3,74870.01,253,36,2
TGT003612,REP016,DRG001,FY2023-Q4,45494.84,95,37,4
TGT003613,REP016,DRG001,FY2024-Q1,49184.47,289,38,9
TGT003614,REP016,DRG001,FY2024-Q2,27802.88,55,56,9
TGT003615,REP016,DRG001,FY2024-Q3,69077.38,106,46,2
TGT003616,REP016,DRG001,FY2024-Q4,32812.24,75,28,10
TGT003617,REP016,DRG002,FY2021-Q1,98391.81,251,45,6
TGT003618,REP016,DRG002,FY2021-Q2,56327.51,192,58,4
TGT003619,REP016,DRG002,FY2021-Q3,87598.84,299,32,10
TGT003620,REP016,DRG002,FY2021-Q4,80149.46,96,59,5
TGT003621,REP016,DRG002,FY2022-Q1,79822.17,259,50,5
TGT003622,REP016,DRG002,FY2022-Q2,100387.46,68,53,7
TGT003623,REP016,DRG002,FY2022-Q3,107429.53,157,47,9
TGT003624,REP016,DRG002,FY2022-Q4,63697.96,144,24,10
TGT003625,REP016,DRG002,FY2023-Q1,74362.73,208,34,3
TGT003626,REP016,DRG002,FY2023-Q2,142819.66,228,27,4
TGT003627,REP016,DRG002,FY2023-Q3,121035.41,91,47,6
TGT003628,REP016,DRG002,FY2023-Q4,102918.25,136,59,3
TGT003629,REP016,DRG002,FY2024-Q1,86336.24,265,20,6
TGT003630,REP016,DRG002,FY2024-Q2,95323.45,291,46,8
TGT003631,REP016,DRG002,FY2024-Q3,132413.64,87,53,6
TGT003632,REP016,DRG002,FY2024-Q4,60115.94,98,44,8
TGT003633,REP016,DRG003,FY2021-Q1,57408,154,34,6
TGT003634,REP016,DRG003,FY2021-Q2,49048.6,64,48,9
TGT003635,REP016,DRG003,FY2021-Q3,14178.55,192,52,2
TGT003636,REP016,DRG003,FY2021-Q4,15892.08,73,32,6
TGT003637,REP016,DRG003,FY2022-Q1,69751.97,50,40,7
TGT003638,REP016,DRG003,FY2022-Q2,43644.07,59,20,8
TGT003639,REP016,DRG003,FY2022-Q3,29176.14,237,23,2
TGT003640,REP016,DRG003,FY2022-Q4,46089.39,53,40,7
TGT003641,REP016,DRG003,FY2023-Q1,28100.43,203,32,9
TGT003642,REP016,DRG003,FY2023-Q2,16016.68,167,27,2
TGT003643,REP016,DRG003,FY2023-Q3,43247.49,187,31,9
TGT003644,REP016,DRG003,FY2023-Q4,61896.06,134,59,5
TGT003645,REP016,DRG003,FY2024-Q1,18904.57,113,33,2
TGT003646,REP016,DRG003,FY2024-Q2,54500.58,296,42,3
TGT003647,REP016,DRG003,FY2024-Q3,48069.63,128,22,3
TGT003648,REP016,DRG003,FY2024-Q4,45778.76,155,44,2
TGT003649,REP016,DRG004,FY2021-Q1,183715.72,172,29,9
TGT003650,REP016,DRG004,FY2021-Q2,365920.36,147,22,9
TGT003651,REP016,DRG004,FY2021-Q3,337363.1,84,46,2
TGT003652,REP016,DRG004,FY2021-Q4,357140.51,110,23,7
TGT003653,REP016,DRG004,FY2022-Q1,302744.37,173,45,10
TGT003654,REP016,DRG004,FY2022-Q2,257631.11,100,40,6
TGT003655,REP016,DRG004,FY2022-Q3,210137.62,137,51,2
TGT003656,REP016,DRG004,FY2022-Q4,204039.6,276,39,10
TGT003657,REP016,DRG004,FY2023-Q1,136133.35,284,58,10
TGT003658,REP016,DRG004,FY2023-Q2,242652.77,194,54,9
TGT003659,REP016,DRG004,FY2023-Q3,121138.03,95,32,5
TGT003660,REP016,DRG004,FY2023-Q4,242054.11,270,38,4
TGT003661,REP016,DRG004,FY2024-Q1,263738.73,154,42,7
TGT003662,REP016,DRG004,FY2024-Q2,310260.33,222,36,2
TGT003663,REP016,DRG004,FY2024-Q3,150414.06,140,36,4
TGT003664,REP016,DRG004,FY2024-Q4,247960.47,138,33,2
TGT003665,REP016,DRG005,FY2021-Q1,152967.15,287,25,3
TGT003666,REP016,DRG005,FY2021-Q2,154789.93,281,27,9
TGT003667,REP016,DRG005,FY2021-Q3,165242.6,240,38,6
TGT003668,REP016,DRG005,FY2021-Q4,186719.97,172,56,5
TGT003669,REP016,DRG005,FY2022-Q1,136907.63,264,50,2
TGT003670,REP016,DRG005,FY2022-Q2,241533.14,91,58,10
TGT003671,REP016,DRG005,FY2022-Q3,69106.31,239,35,4
TGT003672,REP016,DRG005,FY2022-Q4,137540.06,210,34,6
TGT003673,REP016,DRG005,FY2023-Q1,119907.41,278,46,4
TGT003674,REP016,DRG005,FY2023-Q2,53231.82,64,28,9
TGT003675,REP016,DRG005,FY2023-Q3,226183.31,85,38,5
TGT003676,REP016,DRG005,FY2023-Q4,142277.03,79,25,8
TGT003677,REP016,DRG005,FY2024-Q1,125922.42,106,46,3
TGT003678,REP016,DRG005,FY2024-Q2,132893.7,166,22,4
TGT003679,REP016,DRG005,FY2024-Q3,222022.66,57,20,3
TGT003680,REP016,DRG005,FY2024-Q4,249581.21,220,43,3
TGT003681,REP016,DRG006,FY2021-Q1,118573.81,236,48,9
TGT003682,REP016,DRG006,FY2021-Q2,90750.49,251,53,4
TGT003683,REP016,DRG006,FY2021-Q3,65080.9,123,43,2
TGT003684,REP016,DRG006,FY2021-Q4,68617.02,67,30,6
TGT003685,REP016,DRG006,FY2022-Q1,93551.89,86,22,8
TGT003686,REP016,DRG006,FY2022-Q2,75288.59,183,24,5
TGT003687,REP016,DRG006,FY2022-Q3,99607.22,109,41,2
TGT003688,REP016,DRG006,FY2022-Q4,35473.19,294,36,5
TGT003689,REP016,DRG006,FY2023-Q1,121429.57,258,37,6
TGT003690,REP016,DRG006,FY2023-Q2,70049.82,193,32,5
TGT003691,REP016,DRG006,FY2023-Q3,27544.33,87,49,10
TGT003692,REP016,DRG006,FY2023-Q4,29717.58,195,45,5
TGT003693,REP016,DRG006,FY2024-Q1,76694.82,78,58,2
TGT003694,REP016,DRG006,FY2024-Q2,83733.94,125,40,2
TGT003695,REP016,DRG006,FY2024-Q3,88559.49,241,32,9
TGT003696,REP016,DRG006,FY2024-Q4,82732.75,79,26,6
TGT003697,REP016,DRG007,FY2021-Q1,1587690.59,130,57,2
TGT003698,REP016,DRG007,FY2021-Q2,3046752.22,148,20,8
TGT003699,REP016,DRG007,FY2021-Q3,831344.33,273,31,6
TGT003700,REP016,DRG007,FY2021-Q4,2256264.1,266,50,2
TGT003701,REP016,DRG007,FY2022-Q1,1380280.83,134,53,8
TGT003702,REP016,DRG007,FY2022-Q2,2722421.47,181,20,3
TGT003703,REP016,DRG007,FY2022-Q3,959731.33,70,46,4
TGT003704,REP016,DRG007,FY2022-Q4,1696651.7,173,49,2
TGT003705,REP016,DRG007,FY2023-Q1,1723141.01,119,48,5
TGT003706,REP016,DRG007,FY2023-Q2,1264712.59,265,21,9
TGT003707,REP016,DRG007,FY2023-Q3,2266797.94,54,46,3
TGT003708,REP016,DRG007,FY2023-Q4,1659793.68,269,32,10
TGT003709,REP016,DRG007,FY2024-Q1,1284930.14,165,49,8
TGT003710,REP016,DRG007,FY2024-Q2,1102988.86,55,32,2
TGT003711,REP016,DRG007,FY2024-Q3,2317206.23,224,36,8
TGT003712,REP016,DRG007,FY2024-Q4,3275661.7,110,25,5
TGT003713,REP016,DRG008,FY2021-Q1,2067653.38,257,47,10
TGT003714,REP016,DRG008,FY2021-Q2,6585810.28,219,37,6
TGT003715,REP016,DRG008,FY2021-Q3,3572267.29,213,55,8
TGT003716,REP016,DRG008,FY2021-Q4,6433129.15,216,26,2
TGT003717,REP016,DRG008,FY2022-Q1,2443600.46,137,29,7
TGT003718,REP016,DRG008,FY2022-Q2,5491147.03,98,30,4
TGT003719,REP016,DRG008,FY2022-Q3,1851003.18,65,44,8
TGT003720,REP016,DRG008,FY2022-Q4,2513671.85,182,41,5
TGT003721,REP016,DRG008,FY2023-Q1,2799250.81,157,29,6
TGT003722,REP016,DRG008,FY2023-Q2,5834082.58,260,38,2
TGT003723,REP016,DRG008,FY2023-Q3,4070931.75,271,47,8
TGT003724,REP016,DRG008,FY2023-Q4,3659110.97,226,40,3
TGT003725,REP016,DRG008,FY2024-Q1,5285115.11,123,58,4
TGT003726,REP016,DRG008,FY2024-Q2,5090451.11,65,55,4
TGT003727,REP016,DRG008,FY2024-Q3,4185936.2,300,44,8
TGT003728,REP016,DRG008,FY2024-Q4,1883885.35,95,31,2
TGT003729,REP016,DRG009,FY2021-Q1,106639.37,237,45,6
TGT003730,REP016,DRG009,FY2021-Q2,84328.3,217,44,10
TGT003731,REP016,DRG009,FY2021-Q3,38872.11,88,49,8
TGT003732,REP016,DRG009,FY2021-Q4,82046.88,133,60,7
TGT003733,REP016,DRG009,FY2022-Q1,75178.59,245,26,10
TGT003734,REP016,DRG009,FY2022-Q2,24708.01,151,36,6
TGT003735,REP016,DRG009,FY2022-Q3,48796.99,227,22,5
TGT003736,REP016,DRG009,FY2022-Q4,124850.56,261,42,6
TGT003737,REP016,DRG009,FY2023-Q1,91141.09,192,32,2
TGT003738,REP016,DRG009,FY2023-Q2,40790.34,206,31,2
TGT003739,REP016,DRG009,FY2023-Q3,47552.55,282,58,7
TGT003740,REP016,DRG009,FY2023-Q4,38392.49,218,46,3
TGT003741,REP016,DRG009,FY2024-Q1,35527.73,134,27,4
TGT003742,REP016,DRG009,FY2024-Q2,47605.56,168,36,3
TGT003743,REP016,DRG009,FY2024-Q3,66641.07,300,55,4
TGT003744,REP016,DRG009,FY2024-Q4,84305.42,227,45,10
TGT003745,REP016,DRG010,FY2021-Q1,136959.75,247,32,8
TGT003746,REP016,DRG010,FY2021-Q2,121396.51,71,59,8
TGT003747,REP016,DRG010,FY2021-Q3,151746.49,205,42,6
TGT003748,REP016,DRG010,FY2021-Q4,69312.61,64,41,10
TGT003749,REP016,DRG010,FY2022-Q1,87547.48,74,32,3
TGT003750,REP016,DRG010,FY2022-Q2,123576.14,254,23,6
TGT003751,REP016,DRG010,FY2022-Q3,94676.23,129,40,3
TGT003752,REP016,DRG010,FY2022-Q4,94805.58,215,38,3
TGT003753,REP016,DRG010,FY2023-Q1,89305.8,56,22,8
TGT003754,REP016,DRG010,FY2023-Q2,78623.42,215,24,6
TGT003755,REP016,DRG010,FY2023-Q3,63483.42,153,23,7
TGT003756,REP016,DRG010,FY2023-Q4,141009.96,200,57,2
TGT003757,REP016,DRG010,FY2024-Q1,157192.1,174,32,9
TGT003758,REP016,DRG010,FY2024-Q2,89967.51,159,33,7
TGT003759,REP016,DRG010,FY2024-Q3,88178.08,179,51,4
TGT003760,REP016,DRG010,FY2024-Q4,143262.51,259,23,7
TGT003761,REP016,DRG011,FY2021-Q1,6508856.08,134,37,4
TGT003762,REP016,DRG011,FY2021-Q2,4494277.46,132,25,4
TGT003763,REP016,DRG011,FY2021-Q3,9119396.53,255,28,9
TGT003764,REP016,DRG011,FY2021-Q4,7250718.38,300,58,5
TGT003765,REP016,DRG011,FY2022-Q1,4292433.61,291,45,10
TGT003766,REP016,DRG011,FY2022-Q2,2578958.74,267,37,7
TGT003767,REP016,DRG011,FY2022-Q3,5148214.2,273,32,7
TGT003768,REP016,DRG011,FY2022-Q4,3758628.08,195,27,5
TGT003769,REP016,DRG011,FY2023-Q1,6713157.39,191,59,3
TGT003770,REP016,DRG011,FY2023-Q2,3406789.06,70,35,9
TGT003771,REP016,DRG011,FY2023-Q3,6403918.98,232,26,8
TGT003772,REP016,DRG011,FY2023-Q4,3589549.35,74,40,5
TGT003773,REP016,DRG011,FY2024-Q1,7635051.67,170,20,10
TGT003774,REP016,DRG011,FY2024-Q2,5983815.75,181,35,4
TGT003775,REP016,DRG011,FY2024-Q3,7229780.27,169,35,10
TGT003776,REP016,DRG011,FY2024-Q4,7419622.41,219,59,2
TGT003777,REP016,DRG012,FY2021-Q1,19600.57,220,26,3
TGT003778,REP016,DRG012,FY2021-Q2,6640.8,78,42,5
TGT003779,REP016,DRG012,FY2021-Q3,24523.02,147,44,4
TGT003780,REP016,DRG012,FY2021-Q4,14249.32,147,36,9
TGT003781,REP016,DRG012,FY2022-Q1,13844.43,207,27,9
TGT003782,REP016,DRG012,FY2022-Q2,23076.45,111,53,9
TGT003783,REP016,DRG012,FY2022-Q3,13963.42,194,35,3
TGT003784,REP016,DRG012,FY2022-Q4,15819.42,243,21,7
TGT003785,REP016,DRG012,FY2023-Q1,15128.85,133,53,8
TGT003786,REP016,DRG012,FY2023-Q2,17781.72,241,60,4
TGT003787,REP016,DRG012,FY2023-Q3,9648.04,253,27,2
TGT003788,REP016,DRG012,FY2023-Q4,17759.47,154,46,7
TGT003789,REP016,DRG012,FY2024-Q1,15613.33,297,29,7
TGT003790,REP016,DRG012,FY2024-Q2,6951.34,89,38,2
TGT003791,REP016,DRG012,FY2024-Q3,19762.03,261,27,10
TGT003792,REP016,DRG012,FY2024-Q4,19137.27,278,44,3
TGT003793,REP016,DRG013,FY2021-Q1,28394.47,159,47,2
TGT003794,REP016,DRG013,FY2021-Q2,9742.34,61,46,3
TGT003795,REP016,DRG013,FY2021-Q3,21536.44,228,24,2
TGT003796,REP016,DRG013,FY2021-Q4,28135.21,211,53,9
TGT003797,REP016,DRG013,FY2022-Q1,21075.91,142,38,7
TGT003798,REP016,DRG013,FY2022-Q2,33153.62,218,55,3
TGT003799,REP016,DRG013,FY2022-Q3,25546.55,150,57,8
TGT003800,REP016,DRG013,FY2022-Q4,25644.27,292,34,9
TGT003801,REP016,DRG013,FY2023-Q1,30111.95,72,59,5
TGT003802,REP016,DRG013,FY2023-Q2,22830.3,211,51,9
TGT003803,REP016,DRG013,FY2023-Q3,16187.79,194,20,2
TGT003804,REP016,DRG013,FY2023-Q4,12921.79,59,29,7
TGT003805,REP016,DRG013,FY2024-Q1,14012.99,157,25,10
TGT003806,REP016,DRG013,FY2024-Q2,19592.4,175,31,3
TGT003807,REP016,DRG013,FY2024-Q3,14363.29,166,23,6
TGT003808,REP016,DRG013,FY2024-Q4,26146.7,250,47,6
TGT003809,REP016,DRG014,FY2021-Q1,27222.86,239,57,10
TGT003810,REP016,DRG014,FY2021-Q2,30724.55,173,60,10
TGT003811,REP016,DRG014,FY2021-Q3,18996.52,295,35,4
TGT003812,REP016,DRG014,FY2021-Q4,27487.12,230,23,6
TGT003813,REP016,DRG014,FY2022-Q1,36487.1,129,34,6
TGT003814,REP016,DRG014,FY2022-Q2,33001.02,191,23,6
TGT003815,REP016,DRG014,FY2022-Q3,21849.36,165,45,3
TGT003816,REP016,DRG014,FY2022-Q4,14169.97,93,51,2
TGT003817,REP016,DRG014,FY2023-Q1,19950.07,218,54,4
TGT003818,REP016,DRG014,FY2023-Q2,22369.22,111,23,3
TGT003819,REP016,DRG014,FY2023-Q3,39851.44,279,37,8
TGT003820,REP016,DRG014,FY2023-Q4,23812.84,205,33,9
TGT003821,REP016,DRG014,FY2024-Q1,21556.41,97,24,8
TGT003822,REP016,DRG014,FY2024-Q2,48672.72,96,34,10
TGT003823,REP016,DRG014,FY2024-Q3,39852.2,173,54,7
TGT003824,REP016,DRG014,FY2024-Q4,25456.34,161,22,5
TGT003825,REP016,DRG015,FY2021-Q1,85352.82,62,55,10
TGT003826,REP016,DRG015,FY2021-Q2,89664.74,115,53,4
TGT003827,REP016,DRG015,FY2021-Q3,150248.19,205,37,9
TGT003828,REP016,DRG015,FY2021-Q4,187285.88,275,47,10
TGT003829,REP016,DRG015,FY2022-Q1,126687.31,262,48,7
TGT003830,REP016,DRG015,FY2022-Q2,100349.76,196,52,7
TGT003831,REP016,DRG015,FY2022-Q3,130439.83,85,23,8
TGT003832,REP016,DRG015,FY2022-Q4,59347.03,268,58,2
TGT003833,REP016,DRG015,FY2023-Q1,202405.43,155,43,8
TGT003834,REP016,DRG015,FY2023-Q2,72056.36,112,26,8
TGT003835,REP016,DRG015,FY2023-Q3,46855.52,153,35,7
TGT003836,REP016,DRG015,FY2023-Q4,66920.06,111,28,9
TGT003837,REP016,DRG015,FY2024-Q1,67077.13,206,43,7
TGT003838,REP016,DRG015,FY2024-Q2,55387.18,189,21,8
TGT003839,REP016,DRG015,FY2024-Q3,92244.69,255,31,2
TGT003840,REP016,DRG015,FY2024-Q4,121978.11,177,51,7
TGT003841,REP017,DRG001,FY2021-Q1,61348.87,226,50,4
TGT003842,REP017,DRG001,FY2021-Q2,73034.41,195,31,2
TGT003843,REP017,DRG001,FY2021-Q3,38142.09,106,46,4
TGT003844,REP017,DRG001,FY2021-Q4,86335.85,260,54,9
TGT003845,REP017,DRG001,FY2022-Q1,61610.68,195,51,3
TGT003846,REP017,DRG001,FY2022-Q2,72437.77,126,47,3
TGT003847,REP017,DRG001,FY2022-Q3,70803.56,131,21,6
TGT003848,REP017,DRG001,FY2022-Q4,56223.51,262,58,3
TGT003849,REP017,DRG001,FY2023-Q1,26250.66,296,47,5
TGT003850,REP017,DRG001,FY2023-Q2,79311.95,133,20,2
TGT003851,REP017,DRG001,FY2023-Q3,89895.82,174,50,9
TGT003852,REP017,DRG001,FY2023-Q4,35502.19,292,41,10
TGT003853,REP017,DRG001,FY2024-Q1,80654.23,158,34,8
TGT003854,REP017,DRG001,FY2024-Q2,33285.54,73,58,4
TGT003855,REP017,DRG001,FY2024-Q3,67702.65,298,54,8
TGT003856,REP017,DRG001,FY2024-Q4,67270.17,291,25,7
TGT003857,REP017,DRG002,FY2021-Q1,55982.13,173,21,7
TGT003858,REP017,DRG002,FY2021-Q2,56642.64,202,51,5
TGT003859,REP017,DRG002,FY2021-Q3,136809.13,110,50,6
TGT003860,REP017,DRG002,FY2021-Q4,127620.17,94,31,8
TGT003861,REP017,DRG002,FY2022-Q1,47550.87,239,43,9
TGT003862,REP017,DRG002,FY2022-Q2,102569.75,288,47,8
TGT003863,REP017,DRG002,FY2022-Q3,112145.96,220,31,9
TGT003864,REP017,DRG002,FY2022-Q4,90073.4,209,41,10
TGT003865,REP017,DRG002,FY2023-Q1,57167.97,59,46,10
TGT003866,REP017,DRG002,FY2023-Q2,53760.08,169,48,7
TGT003867,REP017,DRG002,FY2023-Q3,125965.82,169,24,9
TGT003868,REP017,DRG002,FY2023-Q4,118828.31,190,28,9
TGT003869,REP017,DRG002,FY2024-Q1,92665.68,168,55,9
TGT003870,REP017,DRG002,FY2024-Q2,85387.6,270,42,3
TGT003871,REP017,DRG002,FY2024-Q3,146160.3,227,20,10
TGT003872,REP017,DRG002,FY2024-Q4,142505.06,72,40,8
TGT003873,REP017,DRG003,FY2021-Q1,40248.73,167,24,2
TGT003874,REP017,DRG003,FY2021-Q2,31459.04,183,45,4
TGT003875,REP017,DRG003,FY2021-Q3,69597.9,236,37,9
TGT003876,REP017,DRG003,FY2021-Q4,37317.85,156,54,3
TGT003877,REP017,DRG003,FY2022-Q1,46180.53,269,38,3
TGT003878,REP017,DRG003,FY2022-Q2,50056.77,199,22,2
TGT003879,REP017,DRG003,FY2022-Q3,19990.15,182,52,3
TGT003880,REP017,DRG003,FY2022-Q4,46834.25,204,35,4
TGT003881,REP017,DRG003,FY2023-Q1,40132.78,57,49,3
TGT003882,REP017,DRG003,FY2023-Q2,54143.79,270,60,8
TGT003883,REP017,DRG003,FY2023-Q3,36601.13,277,21,10
TGT003884,REP017,DRG003,FY2023-Q4,54545.24,173,34,7
TGT003885,REP017,DRG003,FY2024-Q1,25660.33,151,33,6
TGT003886,REP017,DRG003,FY2024-Q2,35771.52,109,29,10
TGT003887,REP017,DRG003,FY2024-Q3,45705.59,172,59,6
TGT003888,REP017,DRG003,FY2024-Q4,23791.47,105,35,10
TGT003889,REP017,DRG004,FY2021-Q1,287789.82,131,29,9
TGT003890,REP017,DRG004,FY2021-Q2,124631.53,107,42,9
TGT003891,REP017,DRG004,FY2021-Q3,125914.84,87,20,3
TGT003892,REP017,DRG004,FY2021-Q4,104963.95,151,21,7
TGT003893,REP017,DRG004,FY2022-Q1,97013.63,235,48,4
TGT003894,REP017,DRG004,FY2022-Q2,149478.95,290,40,4
TGT003895,REP017,DRG004,FY2022-Q3,196907.7,120,44,6
TGT003896,REP017,DRG004,FY2022-Q4,167970.7,74,44,7
TGT003897,REP017,DRG004,FY2023-Q1,348411.54,130,57,5
TGT003898,REP017,DRG004,FY2023-Q2,107516.06,244,28,9
TGT003899,REP017,DRG004,FY2023-Q3,200200.21,72,33,8
TGT003900,REP017,DRG004,FY2023-Q4,228471.38,105,49,10
TGT003901,REP017,DRG004,FY2024-Q1,105153.77,200,60,5
TGT003902,REP017,DRG004,FY2024-Q2,99701.6,176,41,10
TGT003903,REP017,DRG004,FY2024-Q3,353134.54,65,24,10
TGT003904,REP017,DRG004,FY2024-Q4,124323.12,115,22,2
TGT003905,REP017,DRG005,FY2021-Q1,173493.8,56,26,4
TGT003906,REP017,DRG005,FY2021-Q2,114613.68,82,52,3
TGT003907,REP017,DRG005,FY2021-Q3,204884.91,294,42,7
TGT003908,REP017,DRG005,FY2021-Q4,89108.03,300,34,6
TGT003909,REP017,DRG005,FY2022-Q1,219965.08,294,26,7
